index	original	translation	scores	mean	z_scores	z_mean
3237	Observe that the Diagram button is inactive.	ध्यान दें कि आरेख बटन निष्क्रिय है.	[90, 90, 71, 66]	79.25	[0.12609030444560904, 0.2069211629237486, -0.19405693877115063, -0.7895459857522189]	-0.16264786428850297
3238	Let us see how to create a 2 by 2 identity matrix. Type, np dot identity inside parentheses 2. We can see all ones in the main diagonal as expected.	हम देखते हैं कि कैसे बनाते हैं एक 2 बाई 2 आइडेंटिटी मेट्रिक्स. टाइप करें, np डॉट आइडेंटिटी कोष्ठक के अंदर 2. हम देख सकते हैं सभी को मुख्य विकर्ण में जैसा कि अपेक्षित है.	[80, 90, 87, 78]	83.75	[-0.7015066304997849, 0.2069211629237486, 1.4611389444341552, 0.3356213392204049]	0.32554370401963095
3239	I will come to the modification, first of all the number that you have to store it is not that they are in the Fibonacci sequence, they can be anything so one is 4, another is 6, another is any number.	मैं संशोधन पर आऊंगा, सबसे पहले आपको जो संख्या संग्रहीत करनी है वह यह नहीं है कि वे फिबोनाची अनुक्रम में हैं, वे कुछ भी हो सकते हैं इसलिए एक 4 है, दूसरा 6 है, दूसरा कोई भी संख्या है।	[95, 90, 80, 84]	87.25	[0.539888771918306, 0.2069211629237486, 0.7369907455318339, 0.8982050017067168]	0.5955014205201513
3240	It can be standard device input like keyboard like this one, so your program should have the capability to read data from different type of source of data.	यह कीबोर्ड जैसे मानक उपकरण इनपुट हो सकता है, इसलिए आपके प्रोग्राम में डेटा के विभिन्न प्रकार के स्रोत से डेटा पढ़ने की क्षमता होनी चाहिए।	[90, 90, 70, 61]	77.75	[0.12609030444560904, 0.2069211629237486, -0.29750668147148224, -1.258365704490812]	-0.30571522964823417
3241	I will give you a simple master program one, so that you can check whether all methods that we have discussed whether it is working or not.	मैं आपको एक सरल मास्टर प्रोग्राम (master program) दूंगा, ताकि आप यह जांच कर सकें कि हमने जिन सभी तरीकों पर चर्चा की है कि यह काम कर रहा है या नहीं।	[90, 90, 62, 65]	76.75	[0.12609030444560904, 0.2069211629237486, -1.125104623074135, -0.8833099294999376]	-0.41885077130117876
3242	We mentioned about the central limit theorem and the properties of mean and variance.	हमने केंद्रीय सीमा प्रमेय (central limit theorem) और माध्य (mean) और विचरण (variance) के गुणों के बारे में उल्लेख किया।	[85, 85, 45, 69]	71.0	[-0.28770816302708796, -0.2116086973589154, -2.8837502489797724, -0.508254154509063]	-0.9728303159687096
3243	So, this is the case that you can think about it each time you split the array into two parts at the middle compare then either check the left part or right part depending on the number that you are searching.	तो, यह वह मामला है जिसके बारे में आप हर बार सोच सकते हैं जब आप सरणी को बीच में दो भागों में विभाजित करते हैं तो तुलना करें कि आप जिस संख्या में खोज रहे हैं उसके आधार पर या तो बाएं हिस्से या दाएं हिस्से की जांच करें।	[95, 95, 81, 81]	88.0	[0.539888771918306, 0.6254510232064127, 0.8404404882321654, 0.6169131704635609]	0.6556733634551113
3244	We has also studied how an arithmetic expression can be stored in the form of an array, how an equation, expression, polynomial can be stored in the form of a linked list but here is an example this is a binary Tree, how an arithmetic expression can be stored in the form of a Tree.	हमने यह भी अध्ययन किया है कि कैसे एक अंकगणितीय अभिव्यक्ति को एक सरणी के रूप में संग्रहीत किया जा सकता है, कैसे एक समीकरण, अभिव्यक्ति, बहुपद को एक लिंक्ड सूची के रूप में संग्रहीत किया जा सकता है, लेकिन यहां एक उदाहरण है कि यह एक बाइनरी ट्री है, कैसे एक अंकगणितीय अभिव्यक्ति को एक ट्री के रूप में संग्रहीत किया जा सकता है।	[90, 95, 83, 81]	87.25	[0.12609030444560904, 0.6254510232064127, 1.0473399736328286, 0.6169131704635609]	0.6039486179371027
3245	Now, here let us see, again we have to create a linked list, let the name of the list be 'list' and we just insert few nodes into the list, here we insert 1 to 8 numbers.	अब, यहां हम देखते हैं, फिर से हमें एक लिंक्ड लिस्ट (linked list) बनानी है, सूची का नाम 'लिस्ट' (list) होना चाहिए और हम सूची में कुछ नोड्स (nodes) को शामिल करते हैं, यहां हम 1 से 8 नंबर (1 to 8 numbers) डालते हैं।	[95, 90, 87, 87]	89.75	[0.539888771918306, 0.2069211629237486, 1.4611389444341552, 1.1794968329498727]	0.8468614280565205
3246	Then, what does it mean?	तो फिर इसका क्या मतलब है?	[95, 95, 91, 87]	92.0	[0.539888771918306, 0.6254510232064127, 1.8749379152354815, 1.1794968329498727]	1.0549436358275182
3247	So, ‘header.next =new node’ that means we just assign the link field of the header node by the address of the new node and that's all.	तो, 'header. next = new node' जिसका मतलब है कि हम सिर्फ़ असाइन करते हैं लिंक फ़ील्ड हेडर नोड का नए नोड के एड्रेस से और बस इतना ही.	[85, 80, 85, 69]	79.75	[-0.28770816302708796, -0.6301385576415794, 1.254239459033492, -0.508254154509063]	-0.04296535403605958
3248	Now, I just want to give one more specific example about searching an element, so contains() method we have already discussed about, so this example shows how the contains() method you can apply in this here, so this is the usual code.	अब, मैं केवल एक तत्व को खोजने के बारे में एक और विशिष्ट उदाहरण देना चाहता हूं, इसलिए इसमें () विधि है जिसके बारे में हम पहले ही चर्चा कर चुके हैं, इसलिए यह उदाहरण दिखाता है कि आप इसमें कैसे शामिल () विधि को यहां लागू कर सकते हैं, इसलिए यह सामान्य कोड है।	[75, 70, 41, 72]	64.5	[-1.115305097972482, -1.4671982782069075, -3.2975492197810987, -0.226962323265907]	-1.5267537298065987
3249	First we will learn about working of a SET-only Coil.	सबसे पहले हम SET-only Coil के काम के बारे में जानेंगे।	[90, 90, 72, 68]	80.0	[0.12609030444560904, 0.2069211629237486, -0.09060719607081902, -0.6020180982567815]	-0.08990345673956074
3250	Let us create a new project named functions.	आइए हम फंक्शंस नामक एक नई परियोजना बनाएं।	[95, 90, 72, 78]	83.75	[0.539888771918306, 0.2069211629237486, -0.09060719607081902, 0.3356213392204049]	0.24795601949791013
3251	Postscript and svg terminals direct output to a file in their respective formats. The output can be saved and edited by the user.	पोस्टस्क्रिप्ट और एसवीजी टर्मिनल अपने संबंधित प्रारूपों में एक फाइल को सीधे आउटपुट देते हैं। आउटपुट को उपयोगकर्ता द्वारा सहेजा और संपादित किया जा सकता है।	[90, 90, 72, 76]	82.0	[0.12609030444560904, 0.2069211629237486, -0.09060719607081902, 0.1480934517249676]	0.09762443075587654
3252	So, for example in this graph, we have to start from T1, we have to go till here and the deepest one then from there you have to go there and then deepest one, then go there and then once it is finished, go there, then this one and then this one and finally here.	इसलिए, उदाहरण के लिए इस ग्राफ में, हमें T1 से शुरू करना होगा, हमें यहां तक जाना होगा और फिर वहां से आपको वहां और फिर सबसे गहरा एक जाना होगा, फिर वहां जाएं और फिर एक बार यह समाप्त हो जाए, वहां जाएं, फिर यह एक और फिर यह एक और अंत में यहां।	[90, 85, 81, 81]	84.25	[0.12609030444560904, -0.2116086973589154, 0.8404404882321654, 0.6169131704635609]	0.342958816445605
3253	Open the omega file in a text editor.	पाठ्य संपादक में ओमेगा फाइल खोलें.	[75, 80, 73, 55]	70.75	[-1.115305097972482, -0.6301385576415794, 0.012842546629512591, -1.820949366977124]	-0.8883876189904182
3254	To view the imported Items, click on the link Show items next to the label Items imported.	आयातित वस्तुओं को देखने के लिए, आयातित वस्तुओं के लेबल के बगल में वस्तुओं को दिखाएं लिंक पर क्लिक करें।	[90, 80, 87, 70]	81.75	[0.12609030444560904, -0.6301385576415794, 1.4611389444341552, -0.4144902107613443]	0.1356501201192101
3255	2 tablespoon of this pickle has about 88 milligrams of vitamin C.	2 चम्मच इस अचार में लगभग 88 मिलीग्राम विटामिन सी होता है।	[90, 90, 77, 69]	81.5	[0.12609030444560904, 0.2069211629237486, 0.426641517430839, -0.508254154509063]	0.06284970757278341
3256	Let me introduce you to Selenium: Selenium is an open source test automation tool which has rich set of testing functions.	मैं आपको सेलेनियम से परिचित कराता हूंः सेलेनियम एक ओपन सोर्स टेस्ट ऑटोमेशन टूल है जिसमें परीक्षण कार्यों का समृद्ध सेट है।	[100, 100, 73, 66]	84.75	[0.953687239391003, 1.0439808834890767, 0.012842546629512591, -0.7895459857522189]	0.30524117093934333
3257	As an assignment,Plot graphs of, Secant and arcsecant, Cosecant and arccosecant, Cotangent and arccotangent	एक असाइनमेंट के रूप में, प्लॉट ग्राफ, सेकेंट और आर्कसेंट, कॉसकेंट और आर्कोसकेंट, कोटेंजेंट और आर्कोटेंजेंट	[85, 80, 45, 77]	71.75	[-0.28770816302708796, -0.6301385576415794, -2.8837502489797724, 0.24185739547268623]	-0.8899348935439384
3258	Here is an examplem these are the weights these are the basically name of the leaf node or external node you can say, external nodes rather right, A, B, C, D, E, F for the 6 external nodes and they are assigned with weights in any order.	यहां एक उदाहरण है ये वजन ये मूल रूप से लीफ नोड या बाहरी नोड का नाम हैं जिसे आप कह सकते हैं, 6 बाहरी नोड के लिए बाहरी नोड, ए, बी, सी, डी, ई, एफ और उन्हें किसी भी क्रम में वजन के साथ सौंपा जाता है।	[85, 85, 87, 76]	83.25	[-0.28770816302708796, -0.2116086973589154, 1.4611389444341552, 0.1480934517249676]	0.27747888394327985
3259	I’m using Atmel AVR ATmega16 40-PDIP.	मैं Atmel AVR ATmega16 40-PDIP का उपयोग कर रहा हूं।	[90, 85, 68, 65]	77.0	[0.12609030444560904, -0.2116086973589154, -0.5044061668721455, -0.8833099294999376]	-0.36830862232134737
3260	"Before beginning this tutorial,we would suggest you to complete the tutorial on ""Getting started with Sage""."	इस ट्यूटोरियल को शुरू करने से पहले, हम आपको ‘ऋषि के साथ शुरू करना’ पर ट्यूटोरियल पूरा करने का सुझाव देंगे।	[60, 65, 73, 76]	68.5	[-2.356700500390573, -1.8857281384895714, 0.012842546629512591, 0.1480934517249676]	-1.020373160131416
3261	On the left, we can see a tab displaying properties related to the CSTR.	बाईं ओर, हम सीएसटीआर से संबंधित गुणों को प्रदर्शित करने वाले एक टैब को देख सकते हैं।	[95, 95, 79, 67]	84.0	[0.539888771918306, 0.6254510232064127, 0.6335410028315023, -0.6957820420045002]	0.27577468898793017
3262	Ok, fine, so, this is done, again we have to repeat the same thing again starting from this current node and then next is the last node is ‘D’.	ठीक है, ठीक है, तो, यह किया जाता है, फिर से हमें इस वर्तमान नोड से फिर से वही बात दोहरानी होगी और फिर अगला अंतिम नोड 'डी' है।	[85, 80, 71, 78]	78.5	[-0.28770816302708796, -0.6301385576415794, -0.19405693877115063, 0.3356213392204049]	-0.19407058005485328
3263	So, it basically says that index and this is basically 1, so it is set 4 at the place of, is basically index start from 0 to that is why the set at the location 2 actually.	तो, यह मूल रूप से कहता है कि सूचकांक और यह मूल रूप से 1 है, इसलिए यह 4 के स्थान पर सेट किया गया है, मूल रूप से सूचकांक 0 से शुरू होता है, यही कारण है कि वास्तव में स्थान 2 पर सेट किया गया है।	[95, 95, 79, 77]	86.5	[0.539888771918306, 0.6254510232064127, 0.6335410028315023, 0.24185739547268623]	0.5101845483572268
3264	Press Enter to open gedit. Windows users may use notepad or wordpad. We will write the required commands in a text file.	जीएडिट खोलने के लिए एंटर दबाएं। विंडोज उपयोगकर्ता नोटपैड या वर्डपैड का उपयोग कर सकते हैं। हम एक पाठ फ़ाइल में आवश्यक कमांड लिखेंगे।	[95, 90, 68, 57]	77.5	[0.539888771918306, 0.2069211629237486, -0.5044061668721455, -1.6334214794816868]	-0.3477544278779444
3265	Now, we’ll look at the working demo of the module.	अब, हम मॉड्यूल के कार्यशील डेमो को देखेंगे।	[95, 95, 75, 76]	85.25	[0.539888771918306, 0.6254510232064127, 0.2197420320301758, 0.1480934517249676]	0.3832938197199655
3266	Now let us execute print 10 multiplied by 2. We use the up arrow key to navigate to the previous command print (1 plus 2).	अब हम प्रिंट 10 को 2 से गुणा करते हैं। हम पिछले कमांड प्रिंट (1 + 2) पर नेविगेट करने के लिए अप एरो कुंजी का उपयोग करते हैं।	[95, 95, 76, 67]	83.25	[0.539888771918306, 0.6254510232064127, 0.3231917747305074, -0.6957820420045002]	0.19818738196268149
3267	So, I will try to give one idea about this concept of this storing data, now consider there is a table, So a table is basically is a collection of records, So we can say there are a number of rows.	इसलिए, मैं इस भंडारण डेटा की अवधारणा के बारे में एक विचार देने की कोशिश करूंगा, अब एक तालिका पर विचार करें, तो एक तालिका मूल रूप से रिकॉर्डों का एक संग्रह है, इसलिए हम कह सकते हैं कि कई पंक्तियां हैं।	[85, 80, 74, 69]	77.0	[-0.28770816302708796, -0.6301385576415794, 0.1162922893298442, -0.508254154509063]	-0.3274521464619715
3268	In the input bar, type alpha is equal to theta divided by 180 in parentheses, and then pi.	इनपुट बार में, टाइप अल्फा है बराबर थीटा विभाजित करने के लिए 180 कोष्ठक में, और फिर पाई.	[80, 70, 69, 76]	73.75	[-0.7015066304997849, -1.4671982782069075, -0.4009564241718138, 0.1480934517249676]	-0.6053919702883848
3269	Now let us see how this difference operation can be obtained like, so here this S7 before the difference operation and here they removeAll() method you see the different methods are there it is surprisingly not in the form of union or intersection or difference but this method you have to remember somehow that this method like this one.	अब हम देखते हैं कि यह अंतर संचालन कैसे प्राप्त किया जा सकता है, इसलिए यहां अंतर संचालन से पहले यह S7 है और यहां वे सभी () विधि आप देखते हैं कि विभिन्न विधियां हैं, यह आश्चर्यजनक रूप से यूनियन या प्रतिच्छेदन या अंतर के रूप में नहीं है लेकिन इस विधि को आपको किसी तरह याद रखना है कि इस विधि की तरह।	[85, 75, 79, 67]	76.5	[-0.28770816302708796, -1.0486684179242434, 0.6335410028315023, -0.6957820420045002]	-0.3496544050310823
3270	Ok so this way you will be able to search it very efficiently and the complexity of the searching will be 'log2n' always whether worst case or greater because it is the that fashion only because the tree is a binary tree of course that should have the height not exactly the complete binary tree but it is in between complete binary tree and then worst course or always better than the worst binary tree actually.	ठीक है, इस तरह से आप इसे बहुत कुशलता से खोजने में सक्षम होंगे और खोज की जटिलता हमेशा 'log2n' होगी चाहे सबसे खराब मामला हो या अधिक क्योंकि यह केवल इसलिए है क्योंकि ट्री निश्चित रूप से एक बाइनरी ट्री (binary tree) है जिसकी ऊंचाई बिल्कुल पूरी बाइनरी ट्री (binary tree) नहीं होनी चाहिए लेकिन यह पूर्ण बाइनरी ट्री (binary tree) और फिर सबसे खराब कोर्स (course) के बीच में है या वास्तव में सबसे खराब बाइनरी ट्री (binary tree) से हमेशा बेहतर है।	[85, 80, 78, 78]	80.25	[-0.28770816302708796, -0.6301385576415794, 0.5300912601311706, 0.3356213392204049]	-0.013033530329272972
3271	It gives all the elements in f union p but not in f intersection p.	यह f यूनियन p में सभी तत्व देता है लेकिन f intersection p में नहीं।	[85, 80, 68, 78]	77.75	[-0.28770816302708796, -0.6301385576415794, -0.5044061668721455, 0.3356213392204049]	-0.27165788708010197
3272	Achieved an equilibrium condition using parallelogram of forces.	बलों के समानांतर लेख का उपयोग करते हुए एक संतुलन की स्थिति प्राप्त करना।	[60, 65, 65, 59]	62.25	[-2.356700500390573, -1.8857281384895714, -0.8147553949731403, -1.4458935919862494]	-1.6257694064598835
3273	And so, whenever you search the longest path that is in the tree is basically total complexity and you know this is just like a binary tree and the longest path that is possible and it is almost height balance tree we can say or we can say in this case for example it is a Complete Binary Tree.	और इसलिए, जब भी आप ट्री में सबसे लंबा रास्ता खोजते हैं तो मूल रूप से कुल जटिलता होती है और आप जानते हैं कि यह एक बाइनरी ट्री और सबसे लंबा रास्ता है जो संभव है और यह लगभग ऊंचाई संतुलन ट्री है जिसे हम कह सकते हैं या हम इस मामले में कह सकते हैं उदाहरण के लिए यह एक पूर्ण द्विआधारी ट्री है।	[85, 85, 84, 84]	84.5	[-0.28770816302708796, -0.2116086973589154, 1.1507897163331602, 0.8982050017067168]	0.3874194644134684
3274	Now there for left sub-tree can be calculate and for the right sub-tree also we can calculate the height of it.	अब left sub-tree के लिए भी calculate किया जा सकता है और right sub-tree के लिए भी calculate किया जा सकता है।	[75, 70, 83, 59]	71.75	[-1.115305097972482, -1.4671982782069075, 1.0473399736328286, -1.4458935919862494]	-0.7452642486332026
3275	We are now in urls.py file in blog app. Insert the path for get underscore blogs in the URL pattern list.	अब हम ब्लॉग एप्प में urls. py फाइल में हैं। यूआरएल पैटर्न सूची में अंडरस्कोर प्राप्त करने के लिए पथ प्रविष्ट करें।	[80, 75, 72, 67]	73.5	[-0.7015066304997849, -1.0486684179242434, -0.09060719607081902, -0.6957820420045002]	-0.6341410716248369
3276	So, this gives us that either you receive an amount of s t - k or you receive an amount of 0 and so this means that you basically get the maximum of s t - k , 0.	तो, यह हमें देता है कि या तो आप st-k की राशि प्राप्त करते हैं या आप 0 की राशि प्राप्त करते हैं और इसका मतलब है कि आपको मूल रूप से अधिकतम st-k, 0 मिलता है।	[95, 90, 69, 70]	81.0	[0.539888771918306, 0.2069211629237486, -0.4009564241718138, -0.4144902107613443]	-0.017159175022775877
3277	The meaning is that using data abstraction you can define your own data, so basically a programmer can define users data on his own way.	इसका अर्थ यह है कि डेटा एबस्ट्रैक्शन का उपयोग करके आप अपने डेटा को परिभाषित कर सकते हैं, इसलिए मूल रूप से एक प्रोग्रामर उपयोगकर्ता के डेटा को अपने तरीके से परिभाषित कर सकता है।	[95, 100, 74, 73]	85.5	[0.539888771918306, 1.0439808834890767, 0.1162922893298442, -0.13319837951818836]	0.3917408913047596
3278	Alter table command is used to change the structure of an existing table.	ऑल्टर टेबल कमांड का उपयोग एक मौजूदा टेबल की संरचना को बदलने के लिए किया जाता है।	[95, 95, 78, 75]	85.75	[0.539888771918306, 0.6254510232064127, 0.5300912601311706, 0.05432950797724894]	0.4374401408082846
3279	Check the bottom right corner for the letter. It shows the letter a.	अक्षर के लिए नीचे दाहिने कोने की जाँच करें। यह अक्षर a को दिखाता है।	[85, 80, 75, 87]	81.75	[-0.28770816302708796, -0.6301385576415794, 0.2197420320301758, 1.1794968329498727]	0.1203480360778453
3280	I will resize the graph panels to two squares as seen on the screen.	मैं ग्राफ पैनलों को दो वर्गों में बदल दूंगा जैसा कि स्क्रीन पर देखा जा सकता है।	[90, 90, 87, 80]	86.75	[0.12609030444560904, 0.2069211629237486, 1.4611389444341552, 0.5231492267158422]	0.5793249096298387
3281	So this is the input list 55 is the pivot place then again sub sort it 33 is the pivot, 33 placed left and right.	तो यह इनपुट सूची 55 पिवट प्लेस (Pivot place) है तो फिर से सब-सॉर्ट (sub-sort) यह 33 पिवट है, 33 को बाएं और दाएं रखा गया है।	[80, 85, 70, 68]	75.75	[-0.7015066304997849, -0.2116086973589154, -0.29750668147148224, -0.6020180982567815]	-0.453160026896741
3282	So, this file as I told you we are already familiar to handling file using as a like file ‘Input Stream’ or ‘FileOutputStream’ that is for ‘Byte Stream ‘or also ‘FileReader’ or ‘FileWriter’ as a Character Stream or whatever it is there but in this lecture we will discuss one is called file, another is called random access file.	इसलिए, यह फ़ाइल जैसा कि मैंने आपको बताया कि हम पहले से ही 'इनपुट स्ट्रीम' (Input Stream) या 'फाइलआउटपुट स्ट्रीम' (FileOutputStream) जैसी फ़ाइल का उपयोग करके फ़ाइल को संभालने के लिए परिचित हैं जो 'बाइट स्ट्रीम' (Byte Stream) या 'फाइलरीडर' (FileReader) या 'फाइलराइटर' (FileWriter) के लिए भी एक कैरेक्टर स्ट्रीम (Character Stream) या जो कुछ भी है, लेकिन इस व्याख्यान में हम चर्चा करेंगे कि एक को फ़ाइल कहा जाता है, दूसरे को रैंडम एक्सेस फ़ाइल (Random access file) कहा जाता है।	[80, 75, 85, 85]	81.25	[-0.7015066304997849, -1.0486684179242434, 1.254239459033492, 0.9919689454544354]	0.12400833901597474
3283	In the New Name field, type Latus Rectum and click OK.	न्यू नेम फील्ड में, लेटस रेक्टम टाइप करें और ओके पर क्लिक करें।	[100, 95, 69, 76]	85.0	[0.953687239391003, 0.6254510232064127, -0.4009564241718138, 0.1480934517249676]	0.3315688225376424
3284	Author is a multi-value field in Item submission form.	आइटम सबमिशन फॉर्म में लेखक एक बहु-मूल्य क्षेत्र है।	[95, 95, 55, 62]	76.75	[0.539888771918306, 0.6254510232064127, -1.8492528219764564, -1.1646017607430934]	-0.4621286968987078
3285	Below the Email textbox, click on Create one option to create a user account for yourself.	ईमेल टेक्स्टबॉक्स के नीचे, अपने लिए उपयोगकर्ता खाता बनाने के लिए क्रिएट वन विकल्प पर क्लिक करें।	[85, 90, 79, 78]	83.0	[-0.28770816302708796, 0.2069211629237486, 0.6335410028315023, 0.3356213392204049]	0.22209383548714196
3286	So, this is one it checks that whether this is there so it returns true or false depending on if the element present there or not and then it will write.	तो, यह एक है यह जांच करता है कि यह वहां है या नहीं, इसलिए यह इस बात पर निर्भर करता है कि तत्व वहां मौजूद है या नहीं और फिर यह लिखेगा।	[95, 95, 78, 76]	86.0	[0.539888771918306, 0.6254510232064127, 0.5300912601311706, 0.1480934517249676]	0.46088112674521425
3287	Let us summarize. In this tutorial we have learnt about Version Control System Git and Installation of Git on Ubuntu Linux and Windows operating systems	आइए संक्षेप में बताते हैं। इस ट्यूटोरियल में हमने वर्जन कंट्रोल सिस्टम गिट और उबुन्टू लिनक्स और विंडोज ऑपरेटिंग सिस्टम पर गिट की स्थापना के बारे में सीखा है	[75, 75, 71, 74]	73.75	[-1.115305097972482, -1.0486684179242434, -0.19405693877115063, -0.039434435770469706]	-0.5993662226095865
3288	We can build, load and edit 3D structures of various molecules.	हम विभिन्न अणुओं की 3डी संरचनाओं का निर्माण, लोड और एडिट कर सकते हैं।	[90, 90, 79, 90]	87.25	[0.12609030444560904, 0.2069211629237486, 0.6335410028315023, 1.4607886641930286]	0.606835283598472
3289	You can use the username 'admin' and the password you gave while starting the notebook server for the first time.	आप पहली बार नोटबुक सर्वर शुरू करते समय दिए गए यूजरनेम और पासवर्ड का उपयोग कर सकते हैं।	[70, 65, 80, 78]	73.25	[-1.529103565445179, -1.8857281384895714, 0.7369907455318339, 0.3356213392204049]	-0.585554904795628
3290	Whenever you write any recursive condition the boundary condition is there, so this is the boundary condition how long the Quick Sort techniques should be called recursively.	जब भी आप कोई रिकर्सिव (recursive) स्थिति लिखते हैं तो सीमा की स्थिति होती है, इसलिए यह सीमा की स्थिति है कि क्विक सोर्ट (Quick Sort) तकनीकों को रिकर्सिव (recursive) कहा जाना चाहिए।	[85, 80, 67, 63]	73.75	[-0.28770816302708796, -0.6301385576415794, -0.607855909572477, -1.0708378169953747]	-0.6491351118091298
3291	Ok now let us first start about this concept and better that we can discuss one program and I will try to explain this program, so that you can understand about it.	ठीक है अब हम पहले इस अवधारणा के बारे में शुरू करते हैं और बेहतर है कि हम एक कार्यक्रम पर चर्चा कर सकते हैं और मैं इस कार्यक्रम को समझाने की कोशिश करूंगा, ताकि आप इसके बारे में समझ सकें।	[95, 100, 79, 79]	88.25	[0.539888771918306, 1.0439808834890767, 0.6335410028315023, 0.4293852829681235]	0.6616989853017521
3292	Using shorthand, set the following properties to the paragraph: font-family to Arial font-style to oblique font-weight to 400 font-variant to small-caps font-size to 18 pixels	शॉर्टहैंड का उपयोग करते हुए, पैराग्राफ में निम्नलिखित गुणों को सेट करेंः फ़ॉन्ट-फैमिली से एरियल फ़ॉन्ट-स्टाइल तक, फ़ॉन्ट-वेट को 400 फ़ॉन्ट-वैरिएंट तक, स्मॉल-कैप्स फ़ॉन्ट-साइज़ को 18 पिक्सेल तक तिरछा करना	[85, 80, 81, 65]	77.75	[-0.28770816302708796, -0.6301385576415794, 0.8404404882321654, -0.8833099294999376]	-0.24017904048410987
3293	So once again it looks the same it looks same as before just like text book companion, if I click this I get PDF file.	तो एक बार फिर यह वही दिखता है जो पहले दिखता था, जैसे text book component की तरह दिखता है, अगर मैं इस पर क्लिक करता हूं तो मुझे PDF फाइल मिलती है।	[70, 75, 61, 70]	69.0	[-1.529103565445179, -1.0486684179242434, -1.2285543657744666, -0.4144902107613443]	-1.0552041399763084
3294	The FOSSEE team invites contributions to develop power system networks using OpenIPSL library.	एफओएसएसईई टीम ओपनआईपीएसएल लाइब्रेरी का उपयोग करके बिजली प्रणाली नेटवर्क विकसित करने के लिए योगदान आमंत्रित करती है।	[80, 80, 85, 76]	80.25	[-0.7015066304997849, -0.6301385576415794, 1.254239459033492, 0.1480934517249676]	0.01767193065427384
3295	It is very extensive, offering a wide range of facilities.	यह बहुत व्यापक है, जिसमें अनेक प्रकार की सुविधाएं उपलब्ध हैं।	[95, 90, 87, 56]	82.0	[0.539888771918306, 0.2069211629237486, 1.4611389444341552, -1.7271854232294053]	0.12019086401170109
3296	Now you note this statement, this is very important statement here this basically call this ‘SequenceInputStream’ this class object we created name of the object that will be created, file three it will return the file three taking file one and file two are the two Inputs.	अब आप इस कथन पर ध्यान दें, यह यहां बहुत महत्वपूर्ण कथन है, यह मूल रूप से इसे 'अनुक्रम इनपुट स्ट्रीम' (SequenceInputStream) कहता है, इस क्लास ऑब्जेक्ट (class object) को हमने उस ऑब्जेक्ट (object) का नाम बनाया है जो बनाया जाएगा, फ़ाइल तीन यह फ़ाइल तीन को वापस कर देगा।	[70, 75, 88, 78]	77.75	[-1.529103565445179, -1.0486684179242434, 1.5645886871344867, 0.3356213392204049]	-0.16939048925363276
3297	"Use ""xlim()"" function and ""ylim()"" function to get the limits."	सीमा प्राप्त करने के लिए xlim () फ़ंक्शन और ylim () फ़ंक्शन का उपयोग करें.	[95, 90, 73, 67]	81.25	[0.539888771918306, 0.2069211629237486, 0.012842546629512591, -0.6957820420045002]	0.015967609866766735
3298	Let’s set the X coordinate to 1.00 and Y coordinate to 0.80 and click on the OK button at the bottom.	चलो X निर्देशांक को 1.00 और Y निर्देशांक को 0.80 सेट करते हैं और नीचे ओके बटन पर क्लिक करते हैं।	[95, 100, 91, 76]	90.5	[0.539888771918306, 1.0439808834890767, 1.8749379152354815, 0.1480934517249676]	0.9017252555919578
3299	The Spoken Tutorial Homepage opens on the browser.	स्पोकन ट्यूटोरियल होमपेज ब्राउजर पर खुलता है।	[95, 85, 72, 76]	82.0	[0.539888771918306, -0.2116086973589154, -0.09060719607081902, 0.1480934517249676]	0.09644158255338478
3300	Check the option “Don’t show this again at start up”. Then click on OK.	""""" ""इसे फिर से स्टार्ट-अप में न दिखाएं"" ""विकल्प पर क्लिक करें। फिर"" ""ठीक है"" ""पर क्लिक करें।"""	[85, 80, 79, 76]	80.0	[-0.28770816302708796, -0.6301385576415794, 0.6335410028315023, 0.1480934517249676]	-0.03405306652804937
3301	Now before going to check the deletion operation - dequeue, We have to check first that if it is empty because if a queue is empty then we don't have to perform any operation, dequeue operation.	अब deletion operation-dequeue की जांच करने से पहले हमें पहले यह चेक करना होगा कि अगर यह खाली है क्योंकि अगर कोई कतार खाली है तो हमें कोई ऑपरेशन, dequeue operation करने की आवश्यकता नहीं है।	[80, 80, 65, 76]	75.25	[-0.7015066304997849, -0.6301385576415794, -0.8147553949731403, 0.1480934517249676]	-0.4995767828473842
3302	Press Ctrl and spacebar together.	कंट्रोल और स्पेसबार को एक साथ दबाएं।	[95, 100, 73, 76]	86.0	[0.539888771918306, 1.0439808834890767, 0.012842546629512591, 0.1480934517249676]	0.4362014134404657
3303	So mainly three categories of operation called push, push is basically inserting an item into the stack and removing an item basically called the pop, and status is basically to check the size empty state or many other things that you can think about it.	तो मुख्य रूप से ऑपरेशन की तीन श्रेणियां जिन्हें पुश (push) कहा जाता है, पुश (push) मूल रूप से स्टैक (stack) में एक आइटम (item) डाल रहा है और एक आइटम (item) को हटा रहा है जिसे मूल रूप से पॉप (pop) कहा जाता है, और स्थिति मूल रूप से आकार खाली स्थिति या कई अन्य चीजों की जांच करने के लिए है जो आप इसके बारे में सोच सकते हैं।	[80, 90, 81, 81]	83.0	[-0.7015066304997849, 0.2069211629237486, 0.8404404882321654, 0.6169131704635609]	0.2406920477799225
