index	original	translation	scores	mean	z_scores	z_mean
2749	Petitioners rely on , (1988) 2 SCC 568.	(1988) 2 எஸ். சி. சி. 568.	[40,70,54]	54.666666666666664	[-2.638651940451863, -0.7494310425078954, -2.0384016761150514]	-1.808828219691603
2750	In this Act, unless the context otherwise	இந்தச் சட்டத்தில், சூழ்நிலை வேறுவிதமாக இருந்தாலன்றி,	[90,89,91]	90.0	[0.2847011846332932, 0.290142681454872, 0.31594621485054525]	0.2969300269795701
2751	The Maintenance of Parents and Senior Citizens Bill (External website that opens in a new window) of 2007 - This bill has been recently introduced in Parliament.	பெற்றோர் மற்றும் மூத்த குடிமக்கள் பராமரிப்பு மசோதா 2007 (வெளிப்புறத் தளம் ஒரு புதிய சாளரத்தில் திறக்கும்)-இந்த மசோதா சமீபத்தில் நாடாளுமன்றத்தில் அறிமுகப்படுத்தப்பட்டது.	[92,95,96]	94.33333333333333	[0.40163530963669947, 0.6184291206010091, 0.6341013352513015]	0.5513885884963368
2752	It seeks to establish a new ideal for society – equality to the Dalits, on a par with general public, absence of disabilities, restrictions or prohibitions on grounds 107 Ibid, at page 85 108 AIR 1993	இது சமூகத்திற்கு ஒரு புதிய இலக்கை நிறுவ விழைகிறது-தலித்துகளுக்கு சமத்துவம், பொதுமக்களுடன் சமத்துவம், உடல் குறைபாடுகள், கட்டுப்பாடுகள் அல்லது தடைகள் இல்லாதது 107 Ibid, பக்கம் 85 108 AIR 1993.	[70,80,73]	74.33333333333333	[-0.8846400654007692, -0.20228697726433362, -0.8294122185921774]	-0.6387797537524267
2753	Who can say how the people of India and their purposes or will they prefer revolutionary methods of achieving them?	இந்திய மக்களும் அவர்களின் நோக்கங்களும் எவ்வாறு இருக்கும் அல்லது அவற்றை அடைவதற்கான புரட்சிகர வழிமுறைகளை அவர்கள் விரும்புவார்கள் என்று யாரால் சொல்ல முடியும்?	[75,92,86]	84.33333333333333	[-0.5923047528922536, 0.45428590102794053, -0.0022089055502110488]	-0.04674258580484137
2754	of Police reiterating the said principle	இந்தக் கொள்கையை மீண்டும் வலியுறுத்தும் காவல்துறை	[98,95,99]	97.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
2755	………………………………CJI (Dipak Misra)	தலைமை நீதிபதி (தீபக் மிஸ்ரா)	[90,90,92]	90.66666666666667	[0.2847011846332932, 0.34485708797922815, 0.3795772389306965]	0.3363785038477392
2756	If the judge is suspended and the conviction becomes final, the Commission on Judicial Performance shall remove the judge from office.	நீதிபதியைத் தற்காலிகமாக நிறுத்தி வைத்து, தண்டனை இறுதி செய்யப்பட்டால், நீதித்துறை செயல்பாட்டு ஆணையம் நீதிபதியைப் பதவியிலிருந்து அகற்றும்.	[92,94,93]	93.0	[0.40163530963669947, 0.5637147140766529, 0.44320826301084776]	0.4695194289080667
2757	This clause is incorporated in the listing agreement of stock exchanges and it is compulsory for them to comply with its provisions.	இந்த விதி பங்குச் சந்தைகளின் பட்டியலிடும் ஒப்பந்தத்தில் சேர்க்கப்பட்டுள்ளது. அதன் விதிமுறைகளுக்கு அவர்கள் இணங்க வேண்டியது கட்டாயமாகும்.	[98,95,96]	96.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.6341013352513015]	0.668322713499743
2758	The Magistrate has no power to direct “reinvestigation  or “fresh investigation  (de novo) in the case initiated on the basis of a police report.	காவல்துறை அறிக்கையின் அடிப்படையில் தொடங்கப்பட்ட வழக்கில் மறு விசாரணை அல்லது புதிய விசாரணைக்கு (டி நோவோ) உத்தரவிட நீதிபதிக்கு அதிகாரம் இல்லை.	[90,98,92]	93.33333333333333	[0.2847011846332932, 0.7825723401740775, 0.3795772389306965]	0.482283587912689
2759	Scale 129, the appropriate multiplier at the age of 28 years is 18 and the appropriate deduction towards personal expenses of the deceased is 1 / 4th.	ஸ்கேல் 129,28 வயதிற்கு பொருத்தமான பெருக்கி 18 ஆகும்.	[15,70,26]	37.0	[-4.100328502994441, -0.7494310425078954, -3.8200703503592868]	-2.889943298620541
2760	The debate becomes even more pertinent when one talks of it in terms of accessibility, on the one hand, and privatization and globalization of higher education, on the other.	ஒருபுறம் அணுகக்கூடிய தன்மை, மறுபுறம் உயர்கல்வியை தனியார்மயமாக்குதல், உலகமயமாக்குதல் ஆகியவற்றைப் பற்றி ஒருவர் பேசும்போது இந்த விவாதம் மேலும் பொருத்தமானதாக மாறுகிறது.	[98,91,92]	93.66666666666667	[0.7524376846469182, 0.3995714945035843, 0.3795772389306965]	0.5105288060270663
2761	That apart, judicial notice has been taken of the fact that the salaries of those who are employed in private sectors also with the passage of time increase manifold.	இது தவிர, தனியார் துறைகளில் பணிபுரியும் ஊழியர்களின் ஊதியம் காலப்போக்கில் பல மடங்கு அதிகரிக்கிறது என்ற உண்மையும் நீதித்துறையின் கவனத்திற்கு கொண்டு செல்லப்பட்டுள்ளது.	[98,99,99]	98.66666666666667	[0.7524376846469182, 0.8372867466984337, 0.8249944074917553]	0.804906279612369
2762	It is not disputed that possession of this plot was actually handed over to the Safdarjung CGHS pursuant to this order.	இந்த உத்தரவின்படி, இந்த நிலத்தின் உரிமை உண்மையில் சப்தர்ஜங் சிஜிஎச்எஸ் வசம் ஒப்படைக்கப்பட்டது என்பதில் சந்தேகம் இல்லை.	[98,95,96]	96.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.6341013352513015]	0.668322713499743
2763	The President of India, Shri Pranab Mukherjee inaugurated the Innovation and Incubation Centre at IIT, Jodhpur today (July 10, 2013).	இந்திய குடியரசுத் தலைவர் திரு பிரணாப் முகர்ஜி, ஜோத்பூர் இந்திய தொழில்நுட்பக் கழகத்தில் புதுமை கண்டுபிடிப்பு மற்றும் அடைகாக்கும் மையத்தை இன்று (ஜூலை 10,2013) திறந்து வைத்தார்.	[80,88,85]	84.33333333333333	[-0.299969440383738, 0.2354282749305158, -0.06583992963036231]	-0.04346036502786151
2764	However, the liberty is granted to the parties to settle the matter also.	இருப்பினும், சம்பந்தப்பட்ட தரப்பினருக்கு இந்த விஷயத்தைத் தீர்ப்பதற்கு சுதந்திரம் அளிக்கப்படுகிறது.	[98,90,91]	93.0	[0.7524376846469182, 0.34485708797922815, 0.31594621485054525]	0.4710803291588972
2765	The alleged “masala  used to be brought in boxes from time to time to the associates of Raies Beg and Abdul Hameed who used to come to Madarsa at Farah.	இந்த மசாலா அவ்வப்போது ஃபராவில் உள்ள மதரஸாவுக்கு வரும் ரேய்ஸ் பேக் மற்றும் அப்துல் ஹமீது ஆகியோரின் கூட்டாளிகளுக்கு பெட்டிகளில் கொண்டு வரப்பட்டது.	[90,91,90]	90.33333333333333	[0.2847011846332932, 0.3995714945035843, 0.252315190770394]	0.31219595663575717
2766	The Mughal Empire was at its zenith during Shah Jahan's rule.	ஷாஜகானின் ஆட்சியில் முகலாயப் பேரரசு உச்சத்தில் இருந்தது.	[98,92,94]	94.66666666666667	[0.7524376846469182, 0.45428590102794053, 0.506839287090999]	0.5711876242552859
2767	| | |1557/0|201/96|19.4.9|6.5.96 |6.7.96	| | 1557/0 | 201/96 | 19.4.9 | 6.5.96 | 6.7.96	[100,100,99]	99.66666666666667	[0.8693718096503245, 0.8920011532227899, 0.8249944074917553]	0.8621224567882898
2768	A sprawling residential campus spreading over 10 Acres of land and the total built up space is around 3, 50, 000 sq. ft.	10 ஏக்கர் நிலப்பரப்பில் பரவியுள்ள இந்த வளாகம் 3,50,000 சதுர அடி பரப்பளவில் கட்டப்பட்டுள்ளது.	[98,95,99]	97.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
2769	(4) At the same time, one cannot ignore the fact that it is usually the accused who is interested in delaying the proceedings.	(4) அதே நேரத்தில், வழக்கமாக குற்றம்சாட்டப்பட்டவர்கள்தான் விசாரணையை தாமதப்படுத்த விரும்புகிறார்கள் என்ற உண்மையை ஒருவர் புறக்கணிக்க முடியாது.	[98,89,93]	93.33333333333333	[0.7524376846469182, 0.290142681454872, 0.44320826301084776]	0.49526287637087935
2770	India faces a large supply deficit, as domestic oil production is unlikely to keep pace with demand.	உள்நாட்டு எண்ணெய் உற்பத்தி தேவையை சமாளிக்க முடியாததால், இந்தியா பெருமளவில் விநியோக பற்றாக்குறையை எதிர்கொள்கிறது.	[96,93,94]	94.33333333333333	[0.6355035596435119, 0.5090003075522966, 0.506839287090999]	0.5504477180956026
2771	Charges: 93)	கட்டணம்ஃ 93)	[90,98,91]	93.0	[0.2847011846332932, 0.7825723401740775, 0.31594621485054525]	0.4610732465526386
2772	However, if there is a genuine compromise between husband and wife, criminal complaints arising out of matrimonial discord can be quashed, even if the offences alleged therein are non-compoundable, because such offences are personal in nature and do not have repercussions on the society unlike heinous offences like murder, rape etc.	இருப்பினும், கணவன்-மனைவிக்கிடையே உண்மையான சமரசம் ஏற்பட்டால், திருமண முரண்பாடுகளால் ஏற்படும் கிரிமினல் புகார்களை தள்ளுபடி செய்ய முடியும்.	[28,70,31]	43.0	[-3.3402566904723003, -0.7494310425078954, -3.5019152299585303]	-2.530534320979575
2773	On this legal issue, we feel that the courts below committed an error by considering the date of rejection of the last representation as the date on which the cause of action had arisen.	இந்த சட்டப் பிரச்சினையில், கடைசி முறையீட்டை நிராகரித்த தேதியை வழக்கின் காரணம் தோன்றிய தேதியாக கருதி கீழ் நீதிமன்றங்கள் ஒரு தவறை செய்துவிட்டதாக நாங்கள் கருதுகிறோம்.	[70,80,73]	74.33333333333333	[-0.8846400654007692, -0.20228697726433362, -0.8294122185921774]	-0.6387797537524267
2774	When the Congress Party split in 1969, Shri Desai remained with the Organisation Congress.	1969-ல் காங்கிரஸ் கட்சி பிளவுபட்ட போது திரு. தேசாய் அமைப்பு காங்கிரசுடன் தொடர்ந்தார்.	[98,91,96]	95.0	[0.7524376846469182, 0.3995714945035843, 0.6341013352513015]	0.595370171467268
2775	Monnet Ispat – Sponge Iron Plant was also undertaken.	மோனட் இஸ்பாட்-ஸ்பாஞ்ச் இரும்பு ஆலை திட்டமும் மேற்கொள்ளப்பட்டது.	[94,97,95]	95.33333333333333	[0.5185694346401057, 0.7278579336497214, 0.5704703111711503]	0.6056325598203259
2776	(2017) 15 SCC 333 228.6.	(2017) 15 எஸ்சிசி 333 228.6.	[100,90,93]	94.33333333333333	[0.8693718096503245, 0.34485708797922815, 0.44320826301084776]	0.5524790535468002
2777	We are, therefore, unable to accept the argument of the Additional Solicitor-General.  26.	எனவே, கூடுதல் சொலிசிட்டர் ஜெனரலின் வாதத்தை எங்களால் ஏற்றுக் கொள்ள முடியவில்லை.	[98,90,91]	93.0	[0.7524376846469182, 0.34485708797922815, 0.31594621485054525]	0.4710803291588972
2778	Bee keeping is an agro based enterprise, which farmers can take up for additional income generation.	தேனீ வளர்ப்பு என்பது விவசாயத்தை அடிப்படையாகக் கொண்ட ஒரு தொழிலாகும்.	[45,75,62]	60.666666666666664	[-2.3463166279433474, -0.4758590098861145, -1.5293534834738411]	-1.4505097071011008
2779	France has produced “Label Rouge  chickens.	பிரான்ஸ் லேபல் ரூஜ் கோழிகளை தயாரித்துள்ளது.	[90,98,96]	94.66666666666667	[0.2847011846332932, 0.7825723401740775, 0.6341013352513015]	0.5671249533528907
2780	Dibrugarh University (External website that opens in a new window)	திப்ருகர் பல்கலைக்கழகம் (வெளிப்புறம்)	[45,60,50]	51.666666666666664	[-2.3463166279433474, -1.2965751077514571, -2.292925772435656]	-1.9786058360434868
2781	In the States in which drought has been declared or might be declared in the future, all households should be provided with their monthly entitlement of food grains in terms of the NFS Act regardless of whether they fall in the category of priority household or not.	வறட்சியை அறிவித்துள்ள அல்லது எதிர்காலத்தில் அறிவிக்கப்படக்கூடிய மாநிலங்களில், முன்னுரிமை குடும்பமாக இருந்தாலும் சரி, இல்லையென்றாலும் சரி, தேசிய உணவுப் பாதுகாப்புச் சட்டத்தின்படி அனைத்து குடும்பங்களுக்கும் மாதாந்திர உணவு தானியங்கள் வழங்கப்பட வேண்டும்.	[45,83,61]	63.0	[-2.3463166279433474, -0.03814375769126508, -1.5929845075539926]	-1.3258149643962016
2782	The World Health Report 2006 - Working together for health	உலக சுகாதார அறிக்கை 2006-ஆரோக்கியத்துக்காக இணைந்து பணியாற்றுதல்	[92,100,97]	96.33333333333333	[0.40163530963669947, 0.8920011532227899, 0.6977323593314528]	0.6637896073969808
2783	The defence has rested very heavily nay, almost entirely, on the alleged Dying Declaration attributed to the deceased.	இறந்தவர் என்று கூறப்படும் இறப்பு பிரகடனத்தின் மீது, கிட்டத்தட்ட முழுவதுமாக, பாதுகாப்புப் படையினர் மிக அதிகமாக ஓய்வெடுத்திருக்கின்றனர்.	[70,87,77]	78.0	[-0.8846400654007692, 0.18071386840615963, -0.5748881222715724]	-0.426271439755394
2784	As already noted above, we are conscious of the fact that when the appellant decided to operate on the patient against the U.S doctor’s advice, the level of attention expected from the appellant towards the patient was immense and undivided kind.	ஏற்கனவே குறிப்பிட்டபடி, அமெரிக்க மருத்துவரின் ஆலோசனைக்கு எதிராக நோயாளிக்கு அறுவை சிகிச்சை செய்ய மேல்முறையீட்டாளர் முடிவு செய்தபோது, நோயாளி மீது மேல்முறையீட்டாளரிடமிருந்து எதிர்பார்க்கப்பட்ட கவனம் அளப்பரியதாகவும், பிரிக்கப்படாத வகையிலும் இருந்தது என்பதை நாங்கள் உணர்ந்துள்ளோம்.	[90,95,95]	93.33333333333333	[0.2847011846332932, 0.6184291206010091, 0.5704703111711503]	0.49120020546848425
2785	In a similar vein, comprehends a conglomeration of rights including (i) the right to work; (ii) free choice of employment; (iii) just and favourable conditions of work; (iv) protection against unemployment; (v) equal pay for equal work without any discrimination; (vi) just and favourable remuneration for work; and (vii) formation and membership of trade unions.	அதேபோல, (i) வேலை செய்வதற்கான உரிமை, (ii) வேலைக்கான சுதந்திரமான தேர்வு, (iii) நியாயமான மற்றும் சாதகமான பணி நிபந்தனைகள், (iv) வேலையின்மைக்கு எதிரான பாதுகாப்பு, (v) எந்தவித பாகுபாடும் இன்றி சம வேலைக்கு சம ஊதியம், (vi) பணிக்கு நியாயமான மற்றும் சாதகமான ஊதியம், மற்றும் (vii) தொழிற்சங்கங்கள் அமைத்தல் மற்றும் அவை உறுப்பினராதல்.	[94,70,79]	81.0	[0.5185694346401057, -0.7494310425078954, -0.44762607411126987]	-0.2261625606596865
2786	The amendment came to be challenged before this Court which challenge was considered by a Constitution Bench of the Court.	இந்த திருத்தத்தை எதிர்த்து உச்சநீதிமன்றத்தில் மேல்முறையீடு செய்யப்பட்டது. இந்த மேல்முறையீட்டு மனு, உச்சநீதிமன்றத்தின் அரசியல் சாசன அமர்வு பரிசீலித்தது.	[90,95,94]	93.0	[0.2847011846332932, 0.6184291206010091, 0.506839287090999]	0.46998986410843374
2787	The important categories are (i) territorial or local jurisdiction	முக்கியமான பிரிவுகள் (i) பிராந்திய அல்லது உள்ளூர் அதிகார வரம்பு.	[98,95,99]	97.33333333333333	[0.7524376846469182, 0.6184291206010091, 0.8249944074917553]	0.7319537375798942
2788	Reference may be made to the judgment of this Court in Deelip Singh alias (2005) 1 SCC 88.	தீலிப் சிங் அலியாஸ் (2005) 1 எஸ். சி. சி. 88 வழக்கில் இந்த நீதிமன்றம் அளித்த தீர்ப்பை மேற்கோள் காட்டலாம்.	[98,98,96]	97.33333333333333	[0.7524376846469182, 0.7825723401740775, 0.6341013352513015]	0.7230371200240991
2789	It is therefore, not necessary to dwell on the said recoveries.	எனவே, இந்த மீட்பு நடவடிக்கைகளில் கவனம் செலுத்த வேண்டிய அவசியம் இல்லை.	[98,95,98]	97.0	[0.7524376846469182, 0.6184291206010091, 0.761363383411604]	0.7107433962198438
2790	(ii) What was the basis and reasons for the C.B.I. in making the statement on 12.03.2013 through its counsel (Additional Solicitor General) before this Court that the status report dated 08.03.2013 has not been shared with any one and it is meant only for the Court.	சி. பி. ஐ. தனது வழக்கறிஞர் (கூடுதல் சொலிசிட்டர் ஜெனரல்) மூலம் 08.03.2013 தேதியிட்ட நிலை அறிக்கையை யாருடனும் பகிர்ந்து கொள்ளவில்லை என்றும் அது நீதிமன்றத்துக்கானது என்றும் 12.03.2013 அன்று அறிக்கை வெளியிட்டதற்கான அடிப்படை மற்றும் காரணங்கள் என்ன?	[92,85,90]	89.0	[0.40163530963669947, 0.07128505535744727, 0.252315190770394]	0.2417451852548469
2791	In - house dispensary,	வீட்டுக்குள் மருந்தகம்,	[90,96,94]	93.33333333333333	[0.2847011846332932, 0.6731435271253652, 0.506839287090999]	0.48822799961655244
2792	(i) pasture land	மேய்ச்சல் நிலம்	[90,100,97]	95.66666666666667	[0.2847011846332932, 0.8920011532227899, 0.6977323593314528]	0.6248115657291787
2793	Be it noted, the Notifications dated 13.01.2000 and 25.02.2010 enumerate collection of many an information including household number, total number of persons normally residing in the household (persons, males, females), name of the head of the household, ownership status of the house, number of married couple(s) living in the household, main source of drinking water, availability of drinking water source, main source of lighting, latrine within the premises, type of latrine facility, waster water outlet, bathing facility, kitchen, fuel used for cooking, Radio/Transistor, Television, Computer/Laptop, Telephone/Mobile phone, Bicycle, Scooter/Motor Cycle/	01. 2000 மற்றும் 25.02.2010 தேதியிட்ட அறிவிக்கைகளில், குடும்ப எண், குடும்பத்தில் பொதுவாக வசிக்கும் நபர்களின் மொத்த எண்ணிக்கை (நபர்கள், ஆண்கள், பெண்கள்), குடும்பத் தலைவரின் பெயர், வீட்டின் உரிமையாளர் நிலை, வீட்டில் வசிக்கும் திருமணமான தம்பதிகளின் எண்ணிக்கை, குடிநீர் ஆதாரம், வெளிச்சத்திற்கான முக்கிய ஆதாரம், வளாகத்திற்குள் கழிவறைகள், கழிவறை வசதி, கழிவுநீர் நிலையம், குளியல் வசதி, சமையலறை, சமையல் எரிபொருள், ரேடியோ/டிரான்சிஸ்டர், தொலைக்காட்சி, கணினி/மடிக்கணினி, தொலைபேசி/கைபேசி, மிதிவண்டி, மோட்டார் சைக்கிள்/மோட்டார் சைக்கிள் உள்ளிட்ட பல தகவல்கள் சேகரிக்கப்பட்டுள்ளன.	[80,88,85]	84.33333333333333	[-0.299969440383738, 0.2354282749305158, -0.06583992963036231]	-0.04346036502786151
2794	On a perusal of the report along with the documents that had been annexed to, it was noticed that certain cases were pending for trial before the trial Court.	இந்த அறிக்கையுடன் இணைக்கப்பட்டிருந்த ஆவணங்களை ஆய்வு செய்தபோது, விசாரணை நீதிமன்றத்தில் சில வழக்குகள் நிலுவையில் இருப்பது கண்டறியப்பட்டது.	[98,90,92]	93.33333333333333	[0.7524376846469182, 0.34485708797922815, 0.3795772389306965]	0.4922906705189476
2795	The past year has been remarkable in many ways. Particularly because, after three decades the people have voted to power a single party with a majority for a stable government, and in the process freed the country’s governance from the compulsions of coalition politics.	கடந்த ஆண்டு பல வழிகளில் குறிப்பிடத்தக்க ஆண்டாக இருந்தது. குறிப்பாக, மூன்று தசாப்தங்களுக்குப் பிறகு, நிலையான அரசாங்கத்திற்காக பெரும்பான்மையுடன் ஒரு ஒற்றைக் கட்சிக்கு மக்கள் வாக்களித்து, இந்த நடைமுறையில் கூட்டணி அரசியலின் நிர்ப்பந்தங்களில் இருந்து நாட்டின் நிர்வாகத்தை விடுவித்தனர்.	[90,95,91]	92.0	[0.2847011846332932, 0.6184291206010091, 0.31594621485054525]	0.4063588400282825
2796	(6) Where any amount, standing to the credit of the assessee in the deposit account, released during any previous year by the Development Bank for being utilised by the assessee for the purposes specified in the scheme or at the closure of the account in circumstances other than the circumstances specified in clauses (b), (c) and (e) of sub-section (5A), is not utilised in accordance with, and within the time specified in, the scheme, either wholly or in part, the whole of such amount or, as the case may be, part thereof which is not so utilised shall be deemed to be the profits and gains of business or profession of that previous year and shall accordingly be chargeable to income-tax as the income of that previous year.	(ஆ), (இ) ஆகிய கூறுகளில் குறித்துரைக்கப்பட்டுள்ள சூழ்நிலைகள் அல்லாத சூழ்நிலைகளில் கணக்கு மூடுவதற்கு அல்லது திட்டத்தில் குறித்துரைக்கப்பட்டுள்ள நோக்கங்களுக்காக வரிவிதிப்பவரால் பயன்படுத்தப்படுவதற்காக அபிவிருத்தி வங்கியால் முந்தைய ஆண்டு எதிலும் செலுத்தப்பட்ட வைப்புக் கணக்கில் வரிவிதிப்பவரால் செலுத்தப்பட்ட தொகை எதுவும், திட்டத்தில் குறித்துரைக்கப்பட்டுள்ள கால அளவிற்குள்ளும், முழுமையாகவும் அல்லது பகுதியாகவும் பயன்படுத்தப்படாத தொகை அல்லது அதன் பகுதி, முந்தைய ஆண்டின் வணிகத்தின் அல்லது தொழிலின் லாபங்கள் மற்றும் ஆதாயங்களாகக் கொள்ளப்படும். மேலும், அதற்கேற்ப, முந்தைய ஆண்டின் வருமானமாக வருமானவரிக்கு உரியதாகக் கொள்ளப்படும்.	[45,70,59]	58.0	[-2.3463166279433474, -0.7494310425078954, -1.720246555714295]	-1.605331408721846
2797	I am accompanied by Minister of State in the Indian Prime Minister’s Office, H’ble Dr. Jitendra Singh, H’ble Shri Surendrajeet Singh Ahluwalia, Member of the Lok Sabha, the House of the People and H’ble Shri Mansukh Mandaviya, Member of the Rajya Sabha, the Upper House of the Indian Parliament.	என்னுடன் இந்திய பிரதமர் அலுவலக இணையமைச்சர் டாக்டர் ஜிதேந்திர சிங், மக்களவை உறுப்பினர் திரு சுரேந்திர ஜித் சிங் அலுவாலியா, மாநிலங்களவை உறுப்பினர் திரு மன்சுக் மாண்டவியா ஆகியோர் வந்துள்ளனர்.	[45,50,49]	48.0	[-2.3463166279433474, -1.8437191729950189, -2.3565567965158074]	-2.1821975324847247
2798	( [(2005) 7 SCC 690 :	(2005) 7 எஸ். சி. சி. 690:	[94,97,93]	94.66666666666667	[0.5185694346401057, 0.7278579336497214, 0.44320826301084776]	0.563211877100225
2799	Section - 172, Income-tax Act, 1961-2018	பிரிவு-172, வருமான வரி சட்டம், 1961-2018	[98,98,98]	98.0	[0.7524376846469182, 0.7825723401740775, 0.761363383411604]	0.7654578027441999
2800	This is the improvement over the earlier position that ordinarily it should not exceed 16.	வழக்கமாக இது 16 சதவீதத்திற்கு மிகாமல் இருக்க வேண்டும் என்ற முந்தைய நிலைமையை விட இது முன்னேற்றம் ஆகும்.	[86,90,89]	88.33333333333333	[0.05083293462648073, 0.34485708797922815, 0.18868416669024274]	0.19479139643198387
2801	Amounts paid for the purchase of provisions.	பொருள்களை வாங்குவதற்காக செலுத்தப்பட்ட தொகை.	[98,95,97]	96.66666666666667	[0.7524376846469182, 0.6184291206010091, 0.6977323593314528]	0.6895330548597934
2802	Speech by The Hon 'ble President of India, Shri Pranab Mukherjee on the occasion of the presentation of National Awards to Teachers	ஆசிரியர்களுக்கு தேசிய விருதுகள் வழங்கும் விழாவில் குடியரசுத் தலைவர் திரு பிரணாப் முகர்ஜி ஆற்றிய உரை	[98,95,98]	97.0	[0.7524376846469182, 0.6184291206010091, 0.761363383411604]	0.7107433962198438
2803	Whether in the matter of imposition of redemption fine, the provisions of Section 73 of erstwhile5 Gold (Control) Act, 1968 will apply when the gold was neither seized nor confiscated under the Gold (Control) Act, 1968? 2.	மீட்டெடுப்பு அபராதம் விதிக்கும் விஷயத்தில், தங்கம் பறிமுதல் செய்யப்படவோ அல்லது பறிமுதல் செய்யப்படவோ செய்யாத நிலையில், 1968-ஆம் ஆண்டின் 5-வது தங்கக் (கட்டுப்பாடு) சட்டத்தின் பிரிவு 73-ன் விதிகள் பொருந்துமா?	[70,90,79]	79.66666666666667	[-0.8846400654007692, 0.34485708797922815, -0.44762607411126987]	-0.329136350510937
2804	He expressed confidence that the Beti Bachao Beti Padhao programme will be successful in addressing malnutrition, maternal mortality and bridging gaps to improve the status of women in our society.	பெண் குழந்தைகளை பாதுகாப்போம், பெண் குழந்தைகளுக்கு கற்பிப்போம் திட்டம் ஊட்டச்சத்து குறைபாடு, பேறுகால இறப்பு மற்றும் நமது சமுதாயத்தில் பெண்களின் நிலையை மேம்படுத்துவதில் உள்ள இடைவெளியை நிரப்புவதில் வெற்றிகரமாக அமையும் என்று அவர் நம்பிக்கை தெரிவித்தார்.	[98,95,94]	95.66666666666667	[0.7524376846469182, 0.6184291206010091, 0.506839287090999]	0.6259020307796421
2805	They do not have access to health care and there is a total lack of preventive initiatives for these children as they are cut off from school systems and community programmes, which are the general vehicles for such interventions.	அவர்களுக்கு சுகாதார வசதிகள் கிடைப்பதில்லை என்பதுடன், இத்தகைய தலையீடுகளுக்கான பொதுவான வாகனங்களான பள்ளி அமைப்புகள் மற்றும் சமூக திட்டங்களிலிருந்து அவர்கள் துண்டிக்கப்படுவதால், இந்த குழந்தைகளுக்கான தடுப்பு முன்முயற்சிகளுக்கு மொத்தத்தில் பற்றாக்குறை உள்ளது.	[90,89,91]	90.0	[0.2847011846332932, 0.290142681454872, 0.31594621485054525]	0.2969300269795701
2806	In the later two cases of Chokshi Metal Refinery [(1977) 107 ITR 63	சொக்சி உலோக சுத்திகரிப்பு ஆலையில் (1977) 107 ஐ. டி. ஆர். 63	[45,96,70]	70.33333333333333	[-2.3463166279433474, 0.6731435271253652, -1.020305290832631]	-0.8978261305502043
2807	that of the Act of 2013 does have the effect of re-opening claims of the beneficiaries, qua acquisitions that had, in certain instances, been made as far back as the first and the second decade of the 20 th century or decades before, are being routinely urged before various courts, including this Court and is involved in several instant cases.	2013ஆம் ஆண்டின் சட்டத்தின்படி, சில சந்தர்ப்பங்களில் 20 ஆம் நூற்றாண்டின் முதல் மற்றும் இரண்டாவது தசாப்தம் அல்லது பல தசாப்தங்களுக்கு முன்பு செய்யப்பட்ட கையகப்படுத்தல்கள், இந்த நீதிமன்றம் உள்ளிட்ட பல்வேறு நீதிமன்றங்களில் வழக்கமாக வலியுறுத்தப்பட்டு, பல உடனடி வழக்குகளில் ஈடுபட்டுள்ளன.	[90,95,92]	92.33333333333333	[0.2847011846332932, 0.6184291206010091, 0.3795772389306965]	0.4275691813883329
2808	Disclosures (i) Analysis and comment: 4.4.1 Disclosure requirements imposed 0० investors are routine in BITs.’° Prior to establishing an investment in a State, certain disclosures may be sought to enable the potential Host State to make appropriate decisions regarding the investment, or for statistical purposes.7© Once an investment has been established in a Host State, disclosures must usually follow standard and accepted principles of corporate governance, as prevalent in the Host State.	வெளியீடுகள் (i) பகுப்பாய்வு மற்றும் கருத்துஃ 4.4.1 முதலீட்டாளர்களுக்கு விதிக்கப்பட்ட வெளிப்படுத்தல் தேவைகள் BIT-களில் வழக்கமானவை. ஒரு மாநிலத்தில் முதலீட்டை நிறுவுவதற்கு முன்பு, முதலீடுகள் தொடர்பாக அல்லது புள்ளியியல் நோக்கங்களுக்காக சாத்தியமான சரியான முடிவுகளை எடுக்க உதவும் வகையில் சில வெளிப்படுத்தல்கள் கோரப்படலாம்.	[30,50,41]	40.333333333333336	[-3.223322565468894, -1.8437191729950189, -2.865604989157018]	-2.6442155758736434
2809	The furnace was found to operate stably even at a low load of 101.38 MW (ex-bus) and the parameters of Turbine shaft vibrations, Generator slot temperature and Generator core temperature were found to be well within the equipment limits recommended by OEM. 9.	38 மெகாவாட் (எக்ஸ்-பஸ்) குறைந்த சுமையிலும் இந்த உலையானது நிலையாக இயங்குவதாக கண்டறியப்பட்டது. மேலும், OEM பரிந்துரைத்த கருவி வரம்புக்குள், டர்பைன் தண்டு அதிர்வுகள், ஜெனரேட்டர் ஸ்லாட் வெப்பநிலை மற்றும் ஜெனரேட்டர் மைய வெப்பநிலை ஆகியவற்றின் அளவீடுகள் கண்டறியப்பட்டன.	[70,60,67]	65.66666666666667	[-0.8846400654007692, -1.2965751077514571, -1.211198363073085]	-1.1308045120751038
